카페명,평점,주소,리뷰수,리뷰,위도,경도
르시엘블루,4.27,광주 서구 상무대로 718,77,"파스타, 올킬 볶음밥, 피자 다 맛있어요 피자 파스타 모두 맛있어요 잘 먹고왔습니다:) 리조또랑 스파게티 커피 다 맛있네요 르시엘 짱 맛있음. 건강한 맛은 아님. 테이블 좌석 먼지 많음. 회전율이 빠르다. 친절하다. 사람 적당히 많음 음 별로였어요 돈아까웠음 먹고 나서 맛이 조금 변한듯 너무맛있습니다
치킨샐러드 강추영 좋아요 맛있어요 맛있어~~^^ 너무 맛있어요~ 비싼데 맛있어요 좋아요 버섯크림파스타.올킬 짱 맛디뎌요.
조아용 피자별로.. 주차공간 넓어서 좋고 파스타 맛있어용 특히 직원분들이 정말 친절하심 와보고 싶던 곳인데 드디어 와봤네요!!!!! 오픈하자마
자 갔는데 사람 계속 와서 놀랬어요 ㅋㅋㅋㅋㅋ 맛집
인정.. !! 피자가 찐이에요 찐 ~~~~~ 치즈 좋은... 좋아요 맛있어요 맛있어~~^^ 너무 맛있어요~ 비싼데 맛있어요 좋아요 버섯크림파스타.올킬 짱 맛디뎌요.
조아용 피자별로.. 주차공간 넓어서 좋고 파스타 맛있어용 특히 직원분들이 정말 친절하심 와보고 싶던 곳인데 드디어 와봤네요!!!!! 오픈하자마
자 갔는데 사람 계속 와서 놀랬어요 ㅋㅋㅋㅋㅋ 맛집
인정.. !! 피자가 찐이에요 찐 ~~~~~ 치즈 좋은... 여긴 정말 갈때마다 맛있어서 그릇을 깨끗하게 비워
요 ㆍ ㆍ ㆍ :) 신랑이랑 오랜만에 외식해서 좋았는데 
레스토랑 분위기까지 좋으면 어쩌라구용ㅎㅎ ... 완벽한기념일에 고급진 레스토랑까지 너무 좋았어요 크림리조또 맛은 일품이네요~!! 맛있어요 파스타 수준급 파스타가넘맛있어ㅗ요 좋아요 맛나네요 분위기짱~ 맛있어요 디너셋트도 먹을만 해요 분위기좋고 맛있어요&친절해요! 셋트메뉴 가성비굿  여긴 정말 갈때마다 맛있어서 그릇을 깨끗하게 비워
요 ㆍ ㆍ ㆍ :) 신랑이랑 오랜만에 외식해서 좋았는데 
레스토랑 분위기까지 좋으면 어쩌라구용ㅎㅎ ... 완벽한기념일에 고급진 레스토랑까지 너무 좋았어요 크림리조또 맛은 일품이네요~!! 맛있어요 파스타 수준급 파스타가넘맛있어ㅗ요 좋아요 맛나네요 분위기짱~ 맛있어요 디너셋트도 먹을만 해요 분위기좋고 맛있어요&친절해요! 셋트메뉴 가성비굿  여긴 정말 갈때마다 맛있어서 그릇을 깨끗하게 비워
요 ㆍ ㆍ ㆍ :) 신랑이랑 오랜만에 외식해서 좋았는데 
레스토랑 분위기까지 좋으면 어쩌라구용ㅎㅎ ... 완벽한기념일에 고급진 레스토랑까지 너무 좋았어요 크림리조또 맛은 일품이네요~!! 맛있어요 파스타 수준급 파스타가넘맛있어ㅗ요 좋아요 맛나네요 분위기짱~ 맛있어요 디너셋트도 먹을만 해요 분위기좋고 맛있어요&친절해요! 셋트메뉴 가성비굿  맛보장 안심스테이크   가족 연인  다  추천  분위기좋아요 맛납니다. ㅎ주차장도 넓고 메뉴가 많아서 좋네요. 주차장도 넓고 좋아요! 너무 맛있게 잘먹고 갑니다 ㅎㅎ 쉬림프 로제파스타 , 크림리조또 먹었는데 양도 적당하고 맛있어요! 서비스도 만족 입니다 . 3-5시 브레이크 타임 이에요 !  맛보장 안심스테이크   가족 연인  다  추천  분위기좋아요 맛납니다. ㅎ주차장도 넓고 메뉴가 많아서 좋네요. 주차장도 넓고 좋아요! 너무 맛있게 잘먹고 갑니다 ㅎㅎ 쉬림프 로제파스타 , 크림리조또 먹었는데 양도 적당하고 맛있어요! 서비스도 만족 입니다 . 3-5시 브레이크 타임 이에요 !  맛보장 안심스테이크   가족 연인  다  추천  분위기좋아요 맛납니다. ㅎ주차장도 넓고 메뉴가 많아서 좋네요. 주차장도 넓고 좋아요! 너무 맛있게 잘먹고 갑니다 ㅎㅎ 쉬림프 로제파스타 , 크림리조또 먹었는데 양도 적당하고 맛있어요! 서비스도 만족 입니다 . 3-5시 브레이크 타임 이에요 !  ",35.1433863178319,126.842755425795
베비에르과자점,4.38,광주 서구 풍암중앙로 37,394,"친절하시고 맛있었어요 굿 ㅇㅇ 정말 맛있어요. 만족합니다 맛있어요 달지않고 적절 빵 종류도 많고 맛있어요! 잘샀어요 ㅇ 맛있는 곳 자주 방문하는 곳입니다. 맛있어요 많이 달지 않고 크림도 안 느끼해요
빵도 부드러워요 ㅇ 굿 굿굿 굿 ㅎㅎ 맛있죠 좋아요 👍🏻 자주 방문하는 곳입니다. 맛있어요 많이 달지 않고 크림도 안 느끼해요
빵도 부드러워요 ㅇ 굿 굿굿 굿 ㅎㅎ 맛있죠 좋아요 👍🏻 맛있어요 좋아요 맛이썽요 맛있어요 너무 좋아요. 추천합니다 베비에르는 무적권임 좋아요 맛있어요 베비에르 맛있고 좋아요 맛있어요 좋아요 맛이썽요 맛있어요 너무 좋아요. 추천합니다 베비에르는 무적권임 좋아요 맛있어요 베비에르 맛있고 좋아요 맛있어요 좋아요 맛이썽요 맛있어요 너무 좋아요. 추천합니다 베비에르는 무적권임 좋아요 맛있어요 베비에르 맛있고 좋아요 좋아요 맛있어요 굿 생일쿠폰10%받아서좋아요 빵사고나서 집에와서 영수증보니 1개산거 2개로 찍혀있음 ㅇ 맛있어요 다양하게.맛있네요 맛있고 풍성해요 ㅇ 좋아요 좋아요 맛있어요 굿 생일쿠폰10%받아서좋아요 빵사고나서 집에와서 영수증보니 1개산거 2개로 찍혀있음 ㅇ 맛있어요 다양하게.맛있네요 맛있고 풍성해요 ㅇ 좋아요 좋아요 맛있어요 굿 생일쿠폰10%받아서좋아요 빵사고나서 집에와서 영수증보니 1개산거 2개로 찍혀있음 ㅇ 맛있어요 다양하게.맛있네요 맛있고 풍성해요 ㅇ 좋아요 ᆢ 좋아요 맛있어요 좋아요 좋아요 가끔 사먹는데 모든빵이 다맛있어요
~ 맛있어요 자주 가는 단골빵집 베비에르는 늘 평타 이상 맛있는 빵 많아요~
조금 비싼게.. ᆢ 좋아요 맛있어요 좋아요 좋아요 가끔 사먹는데 모든빵이 다맛있어요
~ 맛있어요 자주 가는 단골빵집 베비에르는 늘 평타 이상 맛있는 빵 많아요~
조금 비싼게.. 맛있어요 맛있어요, 케이크 구매했는데 많이 달지 않아서 부모님들도 좋아하셨어요 좋아요 너무 맛있었습니다 가까이 있으면 자주 방문할텐데 아쉬워요 . . ㅇ 좋아요 맛있어오 좋아오ㅡ 맛있어요 맛있어요, 케이크 구매했는데 많이 달지 않아서 부모님들도 좋아하셨어요 좋아요 너무 맛있었습니다 가까이 있으면 자주 방문할텐데 아쉬워요 . . ㅇ 좋아요 맛있어오 좋아오ㅡ 맛있어요 맛있어요, 케이크 구매했는데 많이 달지 않아서 부모님들도 좋아하셨어요 좋아요 너무 맛있었습니다 가까이 있으면 자주 방문할텐데 아쉬워요 . . ㅇ 좋아요 맛있어오 좋아오ㅡ 찹쌀도너츠 죤맛 허니볼 마늘스틱 맛있어요! 맛있어요 최고예요 굿 조금 비싸유 좋아요~ 또방문 오늘두 방문이요ㅎ 믿고 먹는 베비에르입니다.
항상 맛있고 종류도 많구요 찹쌀도너츠 죤맛 허니볼 마늘스틱 맛있어요! 맛있어요 최고예요 굿 조금 비싸유 좋아요~ 또방문 오늘두 방문이요ㅎ 믿고 먹는 베비에르입니다.
항상 맛있고 종류도 많구요 찹쌀도너츠 죤맛 허니볼 마늘스틱 맛있어요! 맛있어요 최고예요 굿 조금 비싸유 좋아요~ 또방문 오늘두 방문이요ㅎ 믿고 먹는 베비에르입니다.
항상 맛있고 종류도 많구요 ㄴㄷㄹ 샌드위치에 양상추가 듬뿍 들었어요~~ 맛있어요 겁나 맛있어요 자주 가께요 친절하고 빵 맛있어요 ㅇ 맛있어요 단호박파운드를 제발 다시 만들어주세요 맛이 죽이쥬~~ 맛있어요 ㄴㄷㄹ 샌드위치에 양상추가 듬뿍 들었어요~~ 맛있어요 겁나 맛있어요 자주 가께요 친절하고 빵 맛있어요 ㅇ 맛있어요 단호박파운드를 제발 다시 만들어주세요 맛이 죽이쥬~~ 맛있어요 ᆢ 항상 맛있어요 :) 맛있어요 친절해요 맛있어요 2시에 써클렌즈쓴 아가씨 점원한테 구입했는데 일하
기 싫은지 묻는 질문에 시큰둥하고 결재 할때도 뚱하
고 일하기 싫은 태 다내서 돈은 벌고 싶고 일은... ㅇ ㅇ 좋아요 그냥 ᆢ 항상 맛있어요 :) 맛있어요 친절해요 맛있어요 2시에 써클렌즈쓴 아가씨 점원한테 구입했는데 일하
기 싫은지 묻는 질문에 시큰둥하고 결재 할때도 뚱하
고 일하기 싫은 태 다내서 돈은 벌고 싶고 일은... ㅇ ㅇ 좋아요 그냥 ᆢ 항상 맛있어요 :) 맛있어요 친절해요 맛있어요 2시에 써클렌즈쓴 아가씨 점원한테 구입했는데 일하
기 싫은지 묻는 질문에 시큰둥하고 결재 할때도 뚱하
고 일하기 싫은 태 다내서 돈은 벌고 싶고 일은... ㅇ ㅇ 좋아요 그냥 맛있어요 굿 베비에르 과자점 여자 아르바이트생 귀찮은 듯한 말투... 과한 친절을 바란 건 아니지만 오늘 유독 대충대충 좋아요 풍암동이본점이라는게 자랑 너무너무맛나요 딸이 여기 몽블랑을 제일 좋아해요 ᆢ 최고 맛있어요 굿 베비에르 과자점 여자 아르바이트생 귀찮은 듯한 말투... 과한 친절을 바란 건 아니지만 오늘 유독 대충대충 좋아요 풍암동이본점이라는게 자랑 너무너무맛나요 딸이 여기 몽블랑을 제일 좋아해요 ᆢ 최고 맛있어요 굿 베비에르 과자점 여자 아르바이트생 귀찮은 듯한 말투... 과한 친절을 바란 건 아니지만 오늘 유독 대충대충 좋아요 풍암동이본점이라는게 자랑 너무너무맛나요 딸이 여기 몽블랑을 제일 좋아해요 ᆢ 최고 ᆢ 맛있어요~♥ 빵 너무 맛있어서요.
 좋아요 빵 맛 좋아요 너무 맛있어요!! 나름 빵맛집인거같아요~~ 맛있고 종류도 많아요 짱이에요 너무너무너무너무 좋았어요  ᆢ 맛있어요~♥ 빵 너무 맛있어서요.
 좋아요 빵 맛 좋아요 너무 맛있어요!! 나름 빵맛집인거같아요~~ 맛있고 종류도 많아요 짱이에요 너무너무너무너무 좋았어요  언제나맛냐빵이죠 당근크림치즈케익 진짜 향 진하고 맛있어요 저게 3800원이라니
존맛 할라피뇨치아바타도 집에서 데워먹으면 꿀맛 자극적이지 않아서 자주 찾는 베비에르 시식도 맘껏하고 항상 맛있어요 맛있어요 맛있어요 최고 맛집 빵집!!늘 만족 .   모든 빵들이 맛있어요 풍암동 수제빵  좋아요. 언제나맛냐빵이죠 당근크림치즈케익 진짜 향 진하고 맛있어요 저게 3800원이라니
존맛 할라피뇨치아바타도 집에서 데워먹으면 꿀맛 자극적이지 않아서 자주 찾는 베비에르 시식도 맘껏하고 항상 맛있어요 맛있어요 맛있어요 최고 맛집 빵집!!늘 만족 .   모든 빵들이 맛있어요 풍암동 수제빵  좋아요. 맛있어요 맛있어요 늘 맛있게 먹고있어요ㅔ 카스테라 맛있네요 빵이 너무 맛있어요 좋아용 굿굿
   광주 맛있는 빵집~ 핫플입니다~^^ 맛있어요 맛있어요^^~ 자주 가게 되네요~ 항상 느끼는 거지만 저금 잘 되는 가게는 직원분들 교육이 좀 필요한거 같아요 ^^;;;; 맛있어요 맛있어요 늘 맛있게 먹고있어요ㅔ 카스테라 맛있네요 빵이 너무 맛있어요 좋아용 굿굿
   광주 맛있는 빵집~ 핫플입니다~^^ 맛있어요 맛있어요^^~ 자주 가게 되네요~ 항상 느끼는 거지만 저금 잘 되는 가게는 직원분들 교육이 좀 필요한거 같아요 ^^;;;; 맛있어요~ 맛있어요 넘 맛있어요!!😄😄 좋아하는 빵이 가득 있어서 좋아요 :) 너무 맛있어요ㅠ 여기 빵을 먹고자 멀리서도 왔는데 역시나 사람이 많네요 맛있어요 ㅠ 맛도좋고 빵종류가 다양해요 최고 ᆢ 모둠조각케이크 존맛탱구리 알바생들인지 직원인지 
모르지만 젊은친구들 많아서 너무 좋음.. 그냥 알바
생이 아니라 일 배우는친구들 같아보여서 ㅎ... 맛있어요~ 맛있어요 넘 맛있어요!!😄😄 좋아하는 빵이 가득 있어서 좋아요 :) 너무 맛있어요ㅠ 여기 빵을 먹고자 멀리서도 왔는데 역시나 사람이 많네요 맛있어요 ㅠ 맛도좋고 빵종류가 다양해요 최고 ᆢ 모둠조각케이크 존맛탱구리 알바생들인지 직원인지 
모르지만 젊은친구들 많아서 너무 좋음.. 그냥 알바
생이 아니라 일 배우는친구들 같아보여서 ㅎ... 맛있어요
시식도 많아요 오랜만에ㅠ갔는데 맛있네요 우리동네 핫플이예요 아주 맛있게 잘 먹었습니다 맛있겠어요  빵 종류 다양해요. 가격은 좀 비싸요. 맛나요 여기빵 조아요 조마요 맛있어요 맛있어요
시식도 많아요 오랜만에ㅠ갔는데 맛있네요 우리동네 핫플이예요 아주 맛있게 잘 먹었습니다 맛있겠어요  빵 종류 다양해요. 가격은 좀 비싸요. 맛나요 여기빵 조아요 조마요 맛있어요 맛있어요
시식도 많아요 오랜만에ㅠ갔는데 맛있네요 우리동네 핫플이예요 아주 맛있게 잘 먹었습니다 맛있겠어요  빵 종류 다양해요. 가격은 좀 비싸요. 맛나요 여기빵 조아요 조마요 맛있어요 말이뭐가필요합니까 빵이 많이 줄어들었음 빵은 맛은있는데....너어어무 비싸요...ㅠㅠ 항상 맛있는 빵들이 있는 곳이에요! 바게트토스트 몇 달 전에는 700원이었던 것 같은데 
벌써 800원이다. ㅜㅜ... 3개에 2천원일 때도 비싸다
고 생각했는데 1개에 700원을 지나 1개에 800... 맛남 마늘빵 맛집! 좋습니다 케이크가 없어서 아쉽긴하지만 조용하고 좋습니다 
 체인점빵과는 다른 고급스러움이 있어요. 가격만 좀 저렴했으면 좋겠어요. 본점인데 집앞에 있어서 편하게 이용하네요. 맛있는데 가격이 비싸서 자주는 못먹어요. 말이뭐가필요합니까 빵이 많이 줄어들었음 빵은 맛은있는데....너어어무 비싸요...ㅠㅠ 항상 맛있는 빵들이 있는 곳이에요! 바게트토스트 몇 달 전에는 700원이었던 것 같은데 
벌써 800원이다. ㅜㅜ... 3개에 2천원일 때도 비싸다
고 생각했는데 1개에 700원을 지나 1개에 800... 맛남 마늘빵 맛집! 좋습니다 케이크가 없어서 아쉽긴하지만 조용하고 좋습니다 
 체인점빵과는 다른 고급스러움이 있어요. 가격만 좀 저렴했으면 좋겠어요. 본점인데 집앞에 있어서 편하게 이용하네요. 맛있는데 가격이 비싸서 자주는 못먹어요. 굿 종류 다양하고 기본적으로 맛있어요 찰식빵이 제일 맛난 것 같아요 바나나크림 케이크 강추예요~!
달지않고 느끼하지 않아 어른들이 좋아하십니다 풍암동 본점이니만큼 사람도 많고 종류도 다양해요 집앞이라.. 맛은 있는데 너무 비싸요ㅠ 흑흑 가격좀 내렸ㅇ면 동네에 맛있는 빵집이 있어서 좋아요 맛있어요 빵맛있어요 굿 종류 다양하고 기본적으로 맛있어요 찰식빵이 제일 맛난 것 같아요 바나나크림 케이크 강추예요~!
달지않고 느끼하지 않아 어른들이 좋아하십니다 풍암동 본점이니만큼 사람도 많고 종류도 다양해요 집앞이라.. 맛은 있는데 너무 비싸요ㅠ 흑흑 가격좀 내렸ㅇ면 동네에 맛있는 빵집이 있어서 좋아요 맛있어요 빵맛있어요 ",35.1251046694219,126.87846311036
브레드세븐 상무점,4.28,광주 서구 상무자유로 179,154,"맛있어요. 좋아요 존맛탱 굿 만족 조아요 조아용 긋 맛나요 첫방문이였는데 빵이 전체적으로 맛있어서좋았어요~ 배달도가능해서 종종 먹으려구요 좋아요~~~~~~~ 맛있어여!! 맛잇어요 케이크 맛있는 빵이 많고 직원분들은 친절해요ㅎ 좋아요 본점이라고 해서 다른 지점보다 낫겠지 싶었는데 다른 점은 못느꼈어요 그리고 타르트 샀는데 맛이 없었어요 빵 넘 비싸요 ㅠㅠ 좋아요 좋아요 좋아요 맛있어요~ 대박맛집 좋아요~~~~~~~ 맛있어여!! 맛잇어요 케이크 맛있는 빵이 많고 직원분들은 친절해요ㅎ 좋아요 본점이라고 해서 다른 지점보다 낫겠지 싶었는데 다른 점은 못느꼈어요 그리고 타르트 샀는데 맛이 없었어요 빵 넘 비싸요 ㅠㅠ 좋아요 좋아요 좋아요 맛있어요~ 대박맛집 조아요 빵이 맛있었어요 굿 다른 베비에르보다 빵 크기가 더 작은 것 같아요ㅠ 맛은 있어요 여긴식빵이유명하다네요.우유를안넣고천연발효시킨식빵 빵 맛있네용~!! 맛있어요 빵 종류도 많고 맛있어요 친절해요 맛나요 조아요 빵이 맛있었어요 굿 다른 베비에르보다 빵 크기가 더 작은 것 같아요ㅠ 맛은 있어요 여긴식빵이유명하다네요.우유를안넣고천연발효시킨식빵 빵 맛있네용~!! 맛있어요 빵 종류도 많고 맛있어요 친절해요 맛나요 조아요 빵이 맛있었어요 굿 다른 베비에르보다 빵 크기가 더 작은 것 같아요ㅠ 맛은 있어요 여긴식빵이유명하다네요.우유를안넣고천연발효시킨식빵 빵 맛있네용~!! 맛있어요 빵 종류도 많고 맛있어요 친절해요 맛나요 좋아요 좋아요 ,good 매우 맛나고 이쁀 카페네요~~~ 좀 비싸요 맛있어요
코로나때문에 빵 포장해두면 더 좋겠어요
마스크 안 쓴 손님들 많아요ㅜ 직원분들 친절하셨어요 맛있어요. 조금 비쌉니다 비싸지만 맛있어요. 다양한 연령층이 좋아할 법한 다양한 종류의 빵들이
있어 고를 수 있는 재미가 있었으며, 시식빵이 있어
서 맛을 보며 고를 수 있어서 좋았습니다. 또한... 좋아요 좋아요 ,good 매우 맛나고 이쁀 카페네요~~~ 좀 비싸요 맛있어요
코로나때문에 빵 포장해두면 더 좋겠어요
마스크 안 쓴 손님들 많아요ㅜ 직원분들 친절하셨어요 맛있어요. 조금 비쌉니다 비싸지만 맛있어요. 다양한 연령층이 좋아할 법한 다양한 종류의 빵들이
있어 고를 수 있는 재미가 있었으며, 시식빵이 있어
서 맛을 보며 고를 수 있어서 좋았습니다. 또한... 좋아요 좋아요 ,good 매우 맛나고 이쁀 카페네요~~~ 좀 비싸요 맛있어요
코로나때문에 빵 포장해두면 더 좋겠어요
마스크 안 쓴 손님들 많아요ㅜ 직원분들 친절하셨어요 맛있어요. 조금 비쌉니다 비싸지만 맛있어요. 다양한 연령층이 좋아할 법한 다양한 종류의 빵들이
있어 고를 수 있는 재미가 있었으며, 시식빵이 있어
서 맛을 보며 고를 수 있어서 좋았습니다. 또한... 맛있어요~ 맛있어요 조하요 최고의 빵집이에요 맛있어요!! 모닝빵이 좀 탄거 빼고는 여전한 공룡알빵과 와플입니당 빵 종류도 많고 맛있어요~ 샌드위치 파프리카랑 토마토까지 맛있어요~~ 테이
프 좀 더 신경써서 붙여주세요ㅠㅠ빼다가 쏟았어용
ㅠㅠㅠ 빵은 너무 맛있어요 위장이 더 컸으면 ... 탄종식빵 짱 맛있어요~ 맛있어요 조하요 최고의 빵집이에요 맛있어요!! 모닝빵이 좀 탄거 빼고는 여전한 공룡알빵과 와플입니당 빵 종류도 많고 맛있어요~ 샌드위치 파프리카랑 토마토까지 맛있어요~~ 테이
프 좀 더 신경써서 붙여주세요ㅠㅠ빼다가 쏟았어용
ㅠㅠㅠ 빵은 너무 맛있어요 위장이 더 컸으면 ... 탄종식빵 짱 좋아요 광주 빵집하면 떠오르는 메뉴는 다 있어요.  무난합
니다. 대부분 빵들이 위에 마르지말라고 발라놓으신
거 같은데 시럽? 때문인지 다 비슷한 맛처럼 ... 짱 맛잇어요 ㅠㅠㅠ 고구마빵이랑 마늘바게트 정말 맛잇습니다 주차 힘든 상무지구에서 주차할 수 있는 빵집이라 좋아요!! 맛있어요~.~!!# 맛있어요 건강한맛좋아좋아요 좋아요 좋아요  좋아요 좋아요 광주 빵집하면 떠오르는 메뉴는 다 있어요.  무난합
니다. 대부분 빵들이 위에 마르지말라고 발라놓으신
거 같은데 시럽? 때문인지 다 비슷한 맛처럼 ... 짱 맛잇어요 ㅠㅠㅠ 고구마빵이랑 마늘바게트 정말 맛잇습니다 주차 힘든 상무지구에서 주차할 수 있는 빵집이라 좋아요!! 맛있어요~.~!!# 맛있어요 건강한맛좋아좋아요 좋아요 좋아요  좋아요 좋아요 광주 빵집하면 떠오르는 메뉴는 다 있어요.  무난합
니다. 대부분 빵들이 위에 마르지말라고 발라놓으신
거 같은데 시럽? 때문인지 다 비슷한 맛처럼 ... 짱 맛잇어요 ㅠㅠㅠ 고구마빵이랑 마늘바게트 정말 맛잇습니다 주차 힘든 상무지구에서 주차할 수 있는 빵집이라 좋아요!! 맛있어요~.~!!# 맛있어요 건강한맛좋아좋아요 좋아요 좋아요  좋아요 궁전제과보다 오히려 낫다 빵괜찮고 2층이 분위기 좋은 곳이에요  맛좋아요 이렇게 많이 빵 결제해본것도 첨인듯 ㅋㅋ 여기 있는 빵 다 맛있어요 존맛탱👍🏻 좋아요 좋아요 시식하고 살수있는 빵들이 많아서 빵살때 먹고싶은 빵사기 편리해써용 궁전제과보다 오히려 낫다 빵괜찮고 2층이 분위기 좋은 곳이에요  맛좋아요 이렇게 많이 빵 결제해본것도 첨인듯 ㅋㅋ 여기 있는 빵 다 맛있어요 존맛탱👍🏻 좋아요 좋아요 시식하고 살수있는 빵들이 많아서 빵살때 먹고싶은 빵사기 편리해써용 ",35.1519818317614,126.853885283565
미드픽,4.6,광주 서구 운천로172번길 4 2층,57,"와 너무 맛있어요 친구들이랑 같이 먹었는데 재료도 
많이 들어가있고 크림파스타 크림이 엄청 진하고 꾸
덕하고 맛있고 감바스도 맛있고 토스트도 맛... 맛있어요 항상 ㅎㅎㅎ 브런치 맛있더라구요ㅎㅎ 크림파스타는 좀 달아요
알리오올리오가 맛있어요 ㅋㅋ 믿고 드슈 첫 방문은 언제나 행복합니다! 사장님 왕친절해용 ㅎㅎ 알리오올리오 존맛탱!!! 세상에서 제일맛있어요 너무 맛있습니다 샐러드 굿굿
크림파스타보단 알리오 굿굿
아쉬운건 버섯이 들어있었으면 진짜 베리굿일듯! 맛있어요 :) 맛있어용 맛있어용 ㅠ 맛있어용ㅎㅎ 토스트짱짱 가성비도 좋고 분위기도 좋고 맛도 있고 좋습니당 주차가 좀 힘들었지만 메뉴 다 맛있었어요 음식은 맛있어요 근데 애견동반카페라고해서  애완견을 대려갓는데 안고있어야한다고 하더라구요 애견동반카페로는 별로에요 주차장 없는 것 빼고 완벽합니다 안내도 없이 소요시간이 너무 오래 걸렸어요. 다른 
테이블은 더 빨리 나오던데  매장이 바빠서그런지... 
음식먹는데인데 먼지쌓인것들이  너무 잘보여... 오일파스타 졸맛탱 맛있어요 :) 맛있어용 맛있어용 ㅠ 맛있어용ㅎㅎ 토스트짱짱 가성비도 좋고 분위기도 좋고 맛도 있고 좋습니당 주차가 좀 힘들었지만 메뉴 다 맛있었어요 음식은 맛있어요 근데 애견동반카페라고해서  애완견을 대려갓는데 안고있어야한다고 하더라구요 애견동반카페로는 별로에요 주차장 없는 것 빼고 완벽합니다 안내도 없이 소요시간이 너무 오래 걸렸어요. 다른 
테이블은 더 빨리 나오던데  매장이 바빠서그런지... 
음식먹는데인데 먼지쌓인것들이  너무 잘보여... 오일파스타 졸맛탱 맛집 가벼운 데이트에 좋음 고객응대는 좀 부족한듯 음 너무기대하고가면실망 
쏘쏘한맛 토스트 맛있어요 ㅎㅎㅎ 첫방문은 언제나 행복합니다! 가성비 최고!!

 너무 맛있어요 ㅠㅠ 최고의 브런치였어요! 맛집 가벼운 데이트에 좋음 고객응대는 좀 부족한듯 음 너무기대하고가면실망 
쏘쏘한맛 토스트 맛있어요 ㅎㅎㅎ 첫방문은 언제나 행복합니다! 가성비 최고!!

 너무 맛있어요 ㅠㅠ 최고의 브런치였어요! 맛집 가벼운 데이트에 좋음 고객응대는 좀 부족한듯 음 너무기대하고가면실망 
쏘쏘한맛 토스트 맛있어요 ㅎㅎㅎ 첫방문은 언제나 행복합니다! 가성비 최고!!

 너무 맛있어요 ㅠㅠ 최고의 브런치였어요! ",35.1477908428622,126.857038275069
Hello L,4.02,광주 서구 상무민주로32번길 3-22,8,"밑에 분 리뷰보고 혹시나해서 갔는데 역시나 응대가 
불친절했습니다  인스타에 방문하면 구입할수있다는
말에 구매하러 간건데 바빠서 케익이 떨어진... 케이크는 기여우나 응대가 너무 불친절하네요
위아래로 훝어보시고 기분나쁜 말투 ,광주에 여기 한곳만 있는거 아니니 두번은 안갈것같네요 마카롱 종류도 많고 빼빼로같은 이벤트들도 많아서 
좋아요 근데 갈때마다 느끼지만 카운터에 계시는분 
항상 불친절하신거같네요.. 과도한 친절을 바... 좋아용 마카롱 맛있고 이뻐요 아기자기 디테일에 강한 인테리어..소품이 귀여운게 많고 특히 마카롱은 넘 이뻐서 먹기아까워요 마카롱 맛있어요 커피는 맛있었는데 당근케이크가 별로에요 빵시트가
너무 적고 위에 크럼블같은게 많이 올라와 있는데 
케이크랑 일체감 없이 그냥 뿌려진거에요 포... ",35.1543297267813,126.859243230123
