가게명,별점,주소,카테고리,위도,경도
카페바리에,4.39,광주 서구 상무중앙로 24,샤브샤브,35.1489150509579,126.848893211784
르시엘블루 봉선점,4.54,광주 서구 마륵로 24,양식,35.1426350442913,126.835233299661
퀸즈퀸즈,4.42,광주 동구 동계천로 168,브런치,35.1489229547085,126.927352060862
르시엘블루,4.27,광주 동구 동명로 9-5 1층,한정식,35.1503394772575,126.922602605446
오퀴진,4.38,광주 광산구 광산로29번길 1,"육류,고기요리",35.1389940843499,126.794785018072
궁전제과 충장점,4.36,광주 동구 동계천로 166 1층 윤슬베이커리,베이커리,35.1490177662678,126.927182534152
장진우식당광주,4.52,광주 남구 백서로 98,퓨전음식,35.1407327917272,126.91666096652
나정상회,4.28,광주 광산구 임방울대로 324,베이커리,35.1886577491056,126.823786260442
커볶,4.35,광주 서구 월드컵4강로 236,중식당,35.1573232927995,126.869441426691
유향,4.39,광주 광산구 첨단중앙로124번길 27 3층,양식,35.2166662063011,126.843766056248
상무초밥 용봉직영점,4.45,"광주 서구 운천로204번길 3-1 1층 매장 앞, 일진부동산 앞 주차가능","찌개,전골",35.1511021724807,126.855974759036
상무지구맛집 구르메키친,4.49,광주 광산구 임방울대로826번길 47,돼지고기구이,35.2153064772063,126.84920631205
코발트,4.46,광주 광산구 수완로50번길 34-1 1층,이탈리아음식,35.1891598456398,126.83063921199
수궁,4.15,광주 광산구 첨단중앙로106번길 42,"육류,고기요리",35.2146588488844,126.845411980886
충장로 피터테이블,4.41,광주 동구 동명로26번길 5,"카페,디저트",35.1512827708471,126.924346227571
양동통닭,4.31,광주 남구 백서로 97-1 양림동 주민센터 건너편,이탈리아음식,35.1408929711006,126.916409847087
가매일식,4.25,광주 북구 설죽로471번길 12 1층 탱고아구찜,"아귀찜,해물찜",35.2010338814546,126.898034306937
어센틱비스트로,4.4,광주 남구 백서로 58-1,피자,35.1377198191193,126.914733933209
엄마네돼지찌개,4.3,광주 광산구 첨단중앙로106번길 37,"초밥,롤",35.21528393664,126.845060433274
상무초밥 상무점,4.42,광주 광산구 첨단중앙로 110,샌드위치,35.2151741711657,126.84318494165
카페밀당,4.32,광주 동구 동계천로 159-10 일다,"카페,디저트",35.1495665893204,126.92670806413
크래버대게나라 광주상무점,4.34,광주 동구 동명로 9 2층,"스테이크,립",35.1501888488295,126.922726539403
테스팅노트,4.64,광주 동구 서석로7번길 17 2층 청킹맨션,중식당,35.1464174427018,126.913618693225
아필코 본점,4.45,광주 남구 오기원길 20-4,퓨전음식,35.1395842421378,126.916480973137
백족발 본점,4.54,광주 서구 상무대로673번길 24,양식,35.1439808889848,126.838125962119
피가로 동명동점,4.15,광주 서구 풍암중앙로 37,베이커리,35.1251046694219,126.87846311036
고다미,4.3,광주 서구 상무중앙로28번길 4 세진빌딩2층,이탈리아음식,35.1491401510105,126.848917597491
송학한정식,4.28,광주 광산구 목련로394번길 23-26,중식당,35.1848636399243,126.833965996207
명화식육식당,4.37,광주 동구 동계천로53번길 2,국밥,35.1542737670378,126.917991592834
매드포갈릭 광주광천점,4.33,광주 북구 동문대로 92,베이커리,35.1716737298729,126.924140620506
장독대,4.18,광주 동구 백서로 216,"전,빈대떡",35.1469015252392,126.926394842272
어나더키친 전대점,4.5,광주 서구 회재로 841,"칼국수,만두",35.1193464844953,126.857831988453
월계수식당,4.27,광주 북구 중흥로 88,"해물,생선요리",35.1636118681033,126.903798541908
SOKOA,4.6,광주 서구 풍암중앙로86번길 42,"초밥,롤",35.1228115975588,126.88502152818
연화,4.43,광주 북구 용봉택지로 39 g플레이스 103호,베이커리,35.1789241922183,126.890896630043
깐깐한족발 본점,4.61,광주 서구 상무시민로 97-5 서영빌딩,한정식,35.1558078380754,126.849544464578
어느멋진날,4.2,광주 광산구 임방울대로 355,이탈리아음식,35.1918196369067,126.823434991404
그런느낌,4.38,광주 서구 상무중앙로 96 1층,분식,35.1554687890654,126.848998857661
RONNIQUE,4.15,광주 북구 우치로100번길 9,양식,35.1765151238436,126.912918858883
신락원 금호점,4.29,광주 서구 상무중앙로28번길 4 세진빌딩,해산물뷔페,35.1491401510105,126.848917597491
피터테이블 수완점,4.57,광주 광산구 장신로 120,패밀리레스토랑,35.1904433834811,126.823265585855
장안성,4.06,광주 서구 운천로 143,"육류,고기요리",35.1451519414248,126.856590991871
1960청원모밀,4.3,광주 서구 금화로73번길 2-1,"아귀찜,해물찜",35.1325931574459,126.856879525936
타오,4.33,광주 광산구 임방울대로826번길 47 127호,이탈리아음식,35.2153064772063,126.84920631205
기본,4.46,광주 동구 동계천로 103-2,피자,35.1513583825367,126.922051266162
크래버대게나라 광주수완점,4.35,광주 광산구 임방울대로 374,상무팥죽,35.193530380295,126.82409899727
대왕김밥전대정문,4.54,광주 광산구 광산로19번길 24,브런치,35.1392022463771,126.793427914414
신쭈꾸미 상무본점,4.52,광주 동구 충장로 91-1 2층,일식당,35.1478301647214,126.917261915603
서울곱창,4.4,광주 동구 동명로20번길 16,일식당,35.1504596137012,126.925161512782
코코샤브 광주상무점,4.23,광주 서구 상무자유로 179,베이커리,35.1519818317614,126.853885283565
맥문동,4.33,광주 서구 운천로172번길 4 2층,브런치,35.1477908428622,126.857038275069
게더링,4.37,광주 서구 상무평화로 89,종합분식,35.1482379241266,126.848873173656
솔밭솥밥,4.28,광주 서구 상무평화로 89,종합분식,35.1482379241266,126.848873173656
송정떡갈비 1호점,4.33,광주 서구 무진대로 904,이탈리아음식,35.1605756425809,126.879873116288
윤슬베이커리,4.48,광주 광산구 장신로19번안길 23,"육류,고기요리",35.1914772271729,126.813112829555
어니스트식스티,4.6,광주 광산구 장신로19번안길 23,"육류,고기요리",35.1914772271729,126.813112829555
배리스키친,4.37,광주 광산구 임방울대로826번길 30,한식,35.2160977933702,126.848285000401
마천루,4.32,광주 서구 운천로 237 명지빌,소고기구이,35.1536453403001,126.854450368538
오버랩,4.3,광주 남구 오기원길 19-1,"카페,디저트",35.1394677197091,126.915993672871
밥장인돼지찌개 상무점,4.29,광주 북구 설죽로 402,"카페,디저트",35.1949772383626,126.900091042671
도토리편백집 광주첨단점,4.26,광주 북구 설죽로 402,"카페,디저트",35.1949772383626,126.900091042671
이태리볼,4.45,광주 동구 동계천로 132 1층,"카페,디저트",35.1494885322505,126.923787210499
매운날 매운갈비찜,4.46,광주 동구 동계천로 132 1층,"카페,디저트",35.1494885322505,126.923787210499
데이오프나이트,4.51,광주 동구 동계천로 132 1층,"카페,디저트",35.1494885322505,126.923787210499
파인트리,4.47,광주 남구 양촌길 29-2 1층 . 주차 어려워요. 골목이라 진입 어려워요.,퓨전음식,35.1413677943443,126.914196940284
탱고아구찜,4.5,광주 남구 양촌길 29-2 1층 . 주차 어려워요. 골목이라 진입 어려워요.,퓨전음식,35.1413677943443,126.914196940284
허슬피자,4.57,광주 광산구 광산로29번길 12,"육류,고기요리",35.1397905560324,126.794749112671
상무초밥 첨단점,4.33,광주 광산구 첨단중앙로116번길 31 101호,"카페,디저트",35.2161732268409,126.844231593243
써브웨이 광주첨단점,4.41,광주 광산구 첨단중앙로116번길 31 101호,"카페,디저트",35.2161732268409,126.844231593243
일다,4.52,광주 광산구 송정로 34 1층,분식,35.1357321080686,126.794654511892
테리킴 스테이크,4.28,광주 광산구 광산로29번길 20,"찌개,전골",35.1403066685894,126.793948539364
청킹맨션,4.51,광주 서구 상무시민로 95-2 2층,중식당,35.1554338802458,126.849557445173
그라제1985,4.5,광주 동구 동명로14번길 1,요리주점,35.1503491217639,126.92331132501
테이트모던,4.46,광주 남구 백서로 49 1층,샌드위치,35.137753174961,126.913596244886
베비에르과자점,4.38,광주 동구 동계천로 143-5 1층 분식집,종합분식,35.1492655791961,126.925012916753
서가앤쿡 광주상무점,4.44,광주 남구 봉선2로19번길 8 2층,양식,35.1260580499193,126.909367034337
해안식당 첨단본점,4.36,광주 광산구 사암로 426,베이커리,35.1821058978761,126.809327097379
칠봉이짬뽕,4.39,광주 광산구 풍영로 95,생선회,35.180627768909,126.811459276966
나주식당,4.6,광주 서구 금화로85번길 4-37,"육류,고기요리",35.1338981209103,126.858543482858
궁전제과 두암점,4.4,광주 북구 자미로 68-20 1층올라이스,"카페,디저트",35.1722895472636,126.905676979001
미미원,4.29,광주 서구 상무민주로32번길 3-22,"카페,디저트",35.1543297267813,126.859243230123
김강심 칼국수,4.28,광주 광산구 수완로 44 깐깐한족발 수완점,"족발,보쌈",35.1890515191076,126.829174645878
진식당,4.39,광주 광산구 첨단강변로99번길 60 1층 계림상황백숙삼계탕,"백숙,삼계탕",35.215768633914,126.849378772558
광수빵집,4.46,광주 남구 제석로 110,"초밥,롤",35.1242069799219,126.907539903228
명가원,4.31,광주 서구 상무번영로 52,"족발,보쌈",35.1545439950248,126.853254141009
로니로티수완점,4.37,광주 광산구 월계로 223-11,중식당,35.2144259440717,126.849565438256
압구정곱떡 상무점,4.5,광주 광산구 임방울대로 353 1층,"초밥,롤",35.1916253606285,126.823411255793
더바른샤브,4.41,광주 서구 상무번영로 4 1층 101호,"초밥,롤",35.1501539952914,126.853314480445
황솔촌 충장점,4.34,광주 동구 중앙로160번길 16-10,"육류,고기요리",35.1472961622266,126.91410117026
황솔촌 상무점,4.3,"광주 광산구 임방울대로826번길 47 1, 2층",베이커리,35.2153064772063,126.84920631205
코끼리아구찜,4.29,광주 서구 내방로209번길 10,양꼬치,35.1587988792847,126.863606547739
어반레시피 피제리아,4.52,광주 광산구 임방울대로 335 104호 하송참치,생선회,35.1900134360002,126.823202614744
900달러,4.46,광주 동구 충장로안길 44-1,이탈리아음식,35.1465547075142,126.917348473862
상무팥죽 수완점,4.34,광주 동구 동명로26번길 3 1966생면파스타,양식,35.1513023349053,126.924209246976
라라브레드 송정점,4.47,광주 광산구 임방울대로 154-24 A동 108호,김밥,35.1748201657368,126.818848933315
이자와 광주 충장로 직영점,4.05,광주 동구 동계천로 143-36,요리주점,35.1496980973377,126.925378075332
돈부리바쇼 유메노덴,4.46,광주 북구 호동로 9-2,양식,35.1751569295924,126.913380385226
브레드세븐 상무점,4.28,광주 동구 동명로25번길 4,카페,35.1514904943436,126.923421426647
미드픽,4.6,광주 동구 장동로 42 1층,"육류,고기요리",35.1474273704264,126.926083913264
현완단겸상추튀김,4.26,광주 서구 상무공원로 14,중식당,35.1457775288537,126.843514383995
양인제과,4.39,광주 광산구 하완길 26-12,양식,35.2017302706502,126.825167701404
롤링파스타 광주유스퀘어점,4.33,광주 동구 동명로26번길 5-1,한식,35.1513844653032,126.924379825371
황솔촌 수완점,4.29,광주 남구 임암길 181,양식,35.1019485260133,126.866745238903
빕스 광주충장로점,4.28,"광주 동구 서석로7번길 12-18 1,2층",카페,35.1463138685133,126.91513846662
한해물하네,4.29,광주 남구 제중로 40-1,"스파게티,파스타전문",35.1381922001511,126.914190396912
명지원명가,4.4,광주 서구 치평로 106 1층,"초밥,롤",35.1567863156523,126.847782227383
암브로시아,4.4,광주 광산구 수완로50번길 44-11 1층 eatingroom,이탈리아음식,35.1879214472659,126.831006299864
KAFE52,4.33,광주 동구 동명로67번길 16-10,"육류,고기요리",35.1523105794016,126.927419507422
한식경,4.52,광주 동구 예술길 31,케이크전문,35.1493909193875,126.919338429488
파티세리우프,4.61,광주 북구 대천로 124-2 일신아파트 상가 B동 1층 104호,"곱창,막창,양",35.1853062752199,126.920178212992
미미당,4.45,광주 남구 서문대로 739-1 1층,중식당,35.1253635423613,126.897161823866
플로리다,4.58,광주 북구 경열로 249 NC백화점 광주역점 9층,한식뷔페,35.1615597201229,126.907117007428
본디소,4.46,광주 북구 용봉로 10,중식당,35.1718276322464,126.897824342517
하지메,4.35,광주 서구 운천로 117,피자,35.1430481079415,126.857459608814
송원떡갈비,4.21,광주 동구 제봉로98번길 11-11,바(BAR),35.1478685112465,126.922500691124
쿠우쿠우 광주상무점,4.32,광주 광산구 수완로9번길 3 1층,양식,35.1858813035242,126.828047459252
동대문엽기떡볶이 광주송정점,4.29,광주 동구 백서로 219,"카페,디저트",35.1473998209213,126.926284653264
생돼지고기김치찌개,4.72,광주 동구 문화전당로26번길 10-2 소맥베이커리,베이커리,35.1451368274861,126.920662218006
신락원 상무점,4.24,광주 광산구 장신로19번안길 25,"아귀찜,해물찜",35.1913280987356,126.813493186121
동명동2F,4.6,광주 서구 시청로20번길 11,해장국,35.1504832226153,126.853281844257
Sasisacheol,4.3,광주 남구 중앙로107번길 15 시민회관 1층,"카페,디저트",35.1470732343041,126.910095678933
분식집,4.36,광주 서구 마륵로 67,브런치,35.144965307647,126.838901938291
마리맨션,4.3,광주 동구 중앙로160번길 16-8 2층 경양카츠,돈가스,35.1471732933079,126.914336911211
궁전제과수완지점,4.4,광주 동구 중앙로160번길 14 지하 1층,"카페,디저트",35.1473523813342,126.914574640451
여수회수산,4.36,광주 광산구 도산로 10,"치킨,닭강정",35.1291752930808,126.79172631353
왕코등갈비광주1호점,4.38,광주 광산구 수등로 280,종합분식,35.1831831868314,126.839540950783
올라이스,4.55,광주 동구 서석로7번길 12-35,닭요리,35.1467308089623,126.9152253864
Hello L,4.02,광주 남구 봉선2로 21 비워두기,와인,35.1257444284244,126.908837147189
깐깐한족발 수완점,4.54,광주 남구 백서로 95,"카페,디저트",35.1407562315169,126.916275017231
계림상황삼계탕오리,4.49,광주 북구 우치로 92-1,"카페,디저트",35.1756999729828,126.912718833765
캐쥬얼식당,4.38,광주 남구 제중로46번길 8-2,"초밥,롤",35.1386307746567,126.91453272873
상무초밥 봉선점,4.39,광주 남구 봉선초등길 18,브런치,35.1304612073297,126.914571328196
깐깐한족발 상무점,4.48,광주 서구 풍암2로57번길 8,중식당,35.1229413500476,126.882531534492
취홍,4.33,광주 동구 동계천로 132 2층,양식,35.1494885322505,126.923787210499
수완초밥생각,4.43,광주 북구 일곡마을로 148 1층,한식,35.2094476442994,126.890897217034
란도리,4.16,광주 북구 호동로43번길 38,"치킨,닭강정",35.1761549345734,126.914682183347
마루요시 상무점,4.42,광주 동구 제봉로82번길 17,중식당,35.1470861608342,126.923115537415
카페더뷰,4.34,광주 북구 용산마을길 129 카페더뷰,"카페,디저트",35.2438695946947,126.886548067668
아우어베이커리 광주첨단점,4.4,광주 서구 상무중앙로 86 트윈스 빌딩 1층,카레,35.1545281135985,126.848913015383
백두산,4.48,광주 광산구 임방울대로826번길 29-18,중식당,35.2159839693717,126.849743787423
하송참치,4.49,광주 북구 서암대로 2 2층,케이크전문,35.1727170158994,126.885161530853
1st Recipe,4.6,광주 서구 무진대로 919,패밀리레스토랑,35.1623875614981,126.880518807067
1966생면파스타,4.34,광주 남구 서문대로 717,상무팥죽,35.1232797112573,126.897947867561
할멈탕수육 운남점,4.55,광주 북구 호동로15번길 13,이탈리아음식,35.1757588224015,126.914220100671
마요네즈 광주동명점,4.27,광주 광산구 임방울대로 321 운재빌딩,아시아음식,35.1888470023456,126.822838203484
당신을기다릴지도몰라요,4.37,광주 광산구 임방울대로800번길 27,"초밥,롤",35.2160732278835,126.846245784413
오브제제,4.63,광주 광산구 신창로138번길 31-5,"칼국수,만두",35.1964796686864,126.840547974619
육분삼십 광주동명동점,4.49,광주 남구 금당로 9,"치킨,닭강정",35.1179832947951,126.89688796105
만조성 상무점,4.2,광주 남구 봉선중앙로47번길 20 3층,양식,35.1250390659589,126.909257904281
핀치이태리,4.24,광주 동구 문화전당로 37-2,"육류,고기요리",35.1458760163529,126.918731313812
어반브룩,4.27,광주 서구 상무대로695번길 15,한식,35.1440360460934,126.839136628554
카페304 충장점,4.44,광주 동구 장동로 11,중식당,35.1488835506024,126.923519893521
마리오셰프,4.27,광주 서구 상무자유로 137-10 봉영빌딩 1층 대게수산,대게요리,35.1523859249991,126.849478331075
스시도감,4.35,광주 북구 북문대로 88,돈가스,35.1782157142564,126.877496524688
이팅룸,4.62,광주 북구 면앙로6번길 69,"족발,보쌈",35.1771983378859,126.913654207634
한남동나른한오후,4.59,광주 광산구 무진대로 272-8,"일식,초밥뷔페",35.1601632685044,126.809663465924
더플레인,4.55,광주 북구 첨단연신로91번길 6,한식,35.2065458016775,126.863654475353
순천 황소곱창,4.41,광주 동구 동계천로 159 Avvio,"카페,디저트",35.1492535493477,126.92671251504
메이시앙,4.17,광주 서구 상무중앙로104번길 10,오리요리,35.1559946921354,126.849546315599
자연별곡 광주NC점,4.21,광주 동구 서석동 11-8 1층,"카페,디저트",35.1465658736384,126.92612386912
이비가짬뽕 광주전남대점,4.42,광주 동구 동명로14번길 1-1 1층,중식당,35.1503205394968,126.923439423382
도미노피자 광주금호점,0.0,광주 북구 설죽로315번길 42,죽,35.1892011669333,126.894651878249
로맨스타W,4.2,광주 광산구 첨단내촌로 46-1 1층 주희케이크,"카페,디저트",35.2108035698888,126.837412572038
갓포호사,4.17,광주 동구 동계천로 143-5,"카페,디저트",35.1492655791961,126.925012916753
바든바든,4.55,광주 남구 용대로119번길 6,한식,35.1269101542324,126.917639425934
시스살롱,4.69,광주 광산구 선운로 3,닭갈비,35.1484206722645,126.769840273638
소맥베이커리,4.47,광주 동구 백서로 229,"카페,디저트",35.1482005103681,126.926598559879
해밀,4.46,광주 남구 봉선로133번길 15,소고기구이,35.1246886625673,126.910046667951
미풍해장국 광주상무점,4.35,광주 서구 치평로 76 2층 204호,감자탕,35.154123683667,126.847768858641
포레스트971 티라미뚜&구동커피앤로스터리,4.54,광주 서구 천변좌하로 192,"카페,디저트",35.1558599454676,126.837814447315
코벤트마켓,4.3,광주 광산구 수완로74번길 11-85,"육류,고기요리",35.1941731529343,126.83075288562
경양카츠 광주점,4.33,광주 남구 유안초등북길 15,중식당,35.1278513183667,126.914330378707
소마드로잉카페 광주충장로점,4.91,광주 서구 상무대로 1032 LK메디피아빌딩 1층,"스파게티,파스타전문",35.1514759593566,126.874877804924
교촌치킨 송정1호점,0.0,광주 남구 대남대로139번길 4-6 평화인테리어,돼지고기구이,35.1334567771833,126.909572135205
호야분식,4.47,광주 동구 동계천로 137-9,"카페,디저트",35.1497467102773,126.924842592444
홍일점,4.34,광주 북구 동문대로85번길 49,죽,35.1725232139183,126.920829813377
비워두기,4.51,광주 서구 눌재로 434 1층,"카페,디저트",35.1161585270916,126.830545569381
가토,4.54,"광주 동구 충장로 80-16 2F, 3F",이탈리아음식,35.1481185074485,126.915430151195
플레이스63,4.45,광주 서구 상무중앙로34번길 2,감자탕,35.1496609451063,126.848835863845
칸세이스시,4.34,광주 광산구 신창로166번길 24,한정식,35.1982512310015,126.842301889197
누아지,4.56,광주 광산구 첨단내촌로70번길 61,낙지요리,35.2132828232807,126.839709641064
황제쟁반짜장,4.18,광주 북구 자미로 40,"족발,보쌈",35.1694450607793,126.903865108255
Stage728,4.43,광주 남구 백서로 83-1,카페,35.1399577224631,126.915377801687
재주당본점,4.17,"광주 서구 내방로 37 1,2층","장어,먹장어요리",35.1595195974959,126.844799331689
교촌치킨 전남대점,0.0,광주 북구 용봉택지로 82 깐깐한족발 용봉점,"족발,보쌈",35.1782577659171,126.89553909363
열도지,4.49,광주 동구 동명로 19-6 1층 선,이자카야,35.1509967555356,126.923036573938
램앤솔트,4.78,광주 서구 상무연하로 50 에코노블빌딩 103호,"육류,고기요리",35.1527238875552,126.850532271385
도쿄990,4.48,광주 북구 호동로 10-6,베이커리,35.1744700875509,126.913748207022
가매초밥,4.24,광주 동구 문화전당로 43,"초밥,롤",35.1463172978034,126.918559682473
KAFE52,4.41,광주 서구 죽봉대로 103,"카페,디저트",35.1626530695731,126.883259474751
온더블랙 상무점,4.36,광주 서구 상무공원로 12 인애빌딩,"스테이크,립",35.145641995827,126.843608688785
원글라스,4.51,광주 광산구 수완로73번길 25 2층,와인,35.1915760896894,126.82730957658
쟝킴,4.66,광주 남구 봉선2로 85,이탈리아음식,35.1261324815356,126.915708293731
송정가맥,4.68,광주 광산구 남동길48번길 53 현은빌 1층 송정가맥,"맥주,호프",35.1297344604331,126.790919132423
카페무르익,4.5,광주 북구 양산제로 77 3층,"카페,디저트",35.2013528198892,126.868775050275
구미구미,4.51,광주 동구 동계천로 143-11 1층,돈가스,35.1495003565757,126.925114762516
더스누즈버튼,4.59,광주 북구 서방로9번길 10-13,카페,35.1740123755528,126.914634912754
데이지더비스트로,4.42,광주 북구 일곡마을로 152,한식,35.2095505198576,126.891232591338
무진장해물탕 광주본점,4.32,광주 광산구 사암로216번길 20-12,"매운탕,해물탕",35.1629029945708,126.80935085022
단하나 전남대점,4.51,광주 북구 우치로 114,케이크전문,35.1776759736392,126.912408346823
아날로그내방,4.32,광주 서구 내방로252번길 12 3층,이탈리아음식,35.1566929600996,126.86793322361
미스터피자 서광주점,4.26,광주 서구 월드컵4강로 56 1층(화정동),피자,35.1420753170776,126.875238071266
신대륙,4.62,광주 동구 장동로 4-1,요리주점,35.1490334492532,126.922530314578
더문,4.0,광주 서구 마륵복개로 147,양식,35.1479352023554,126.853087566998
새벽달 첨단점,4.46,광주 광산구 임방울대로826번길 47 더시너지첨단 1층 122호,중식당,35.2153064772063,126.84920631205
미스터초밥왕전대점,4.52,광주 북구 우치로100번길 10-6,"초밥,롤",35.1760776166074,126.912934694478
카페온화 광주,4.28,광주 동구 동계천로 151-31,"카페,디저트",35.1494532586012,126.926213663332
동명라운지,4.51,광주 동구 장동로 7,바(BAR),35.1491168407289,126.923120870469
홍익돈까스 광주수완지구점,4.29,광주 광산구 수완로14번길 41,돈가스,35.1877282017666,126.829146672958
아마스빈 광주상무점,4.52,광주 서구 치평로 60,카페,35.1526194254191,126.847713604207
수완지구맛집 플레이트에잇,4.88,광주 광산구 수완로74번길 29-19 1층 101호,양식,35.1924509908122,126.831114188076
궁전제과진월점,4.37,광주 남구 서문대로 701,베이커리,35.121808414605,126.898163409852
모노바스 동구점,4.51,광주 동구 구성로204번길 20 2층 모노바스,중식당,35.1521669467693,126.916045702246
펭귄당,4.51,광주 남구 백서로 81,베이커리,35.1397145581459,126.915411082068
BBQ광주진월점,4.54,광주 남구 화산로31번길 23,"치킨,닭강정",35.1139783657565,126.901573493757
영도씨,4.42,광주 광산구 첨단중앙로152번길 5-10,생선회,35.2199315321035,126.842795752796
밀탑 상무점,4.27,광주 서구 상무자유로 27 홍타워1층 밀탑,빙수,35.1523633091776,126.837214595659
오얏리 돌솥밥,4.32,광주 북구 밤실로 178,"백숙,삼계탕",35.1633428662835,126.934547295449
브론즈힐,4.26,광주 광산구 임방울대로 507 탑볼링장 단지내  카페 브론즈힐 507,"카페,디저트",35.204930502121,126.819443302387
온클라우드나인,4.43,광주 동구 서석로 36-2,"카페,디저트",35.1462025253617,126.917716015715
브로트,4.42,광주 동구 동명로 49 1층,카페,35.1516317962864,126.925981669019
스타벅스 광주신세계DT점,4.51,광주 서구 죽봉대로 33,카페,35.1562492274597,126.882744776474
파스토푸드,4.47,광주 동구 동계천로 174,일식당,35.1490202113012,126.92825932559
모란식탁,4.32,광주 동구 동명로 41-2,한식,35.1517232286001,126.925303245275
아코다,4.48,광주 서구 화정로153번길 12,초콜릿전문점,35.1463660297692,126.874416602342
오버롤,4.53,광주 동구 동계천로 135-6,"카페,디저트",35.1496776680689,126.924555786675
하나비,4.44,광주 서구 상무번영로 52,이자카야,35.1545439950248,126.853254141009
the건강한빵,4.35,광주 서구 상무중앙로 103 휴먼빌딩,베이커리,35.1563516093891,126.847797524405
정항우케익장덕점,4.38,광주 광산구 풍영로 214,케이크전문,35.1904543354383,126.814496540957
물오름바지락칼국수,4.41,광주 서구 천변우하로 493,"칼국수,만두",35.1698327302657,126.873631019825
솔빛마루,4.35,광주 서구 상무자유로 24-2,한식,35.1504283285127,126.836788910226
브레드세븐 일곡점,4.38,광주 북구 설죽로 506-4,베이커리,35.2042077713392,126.898626314982
스타벅스 전남대점,4.59,광주 북구 우치로 110,카페,35.1772125433703,126.912473833927
배가족발 수완점,4.29,광주 광산구 수완로50번길 34-10,"족발,보쌈",35.1890303359424,126.829813923424
