가게명,별점,주소,카테고리,위도,경도
오라구코인노래연습장,0.0,광주 북구 군왕로208번길 14,노래방,35.178924531385306,126.93654855157801
필통코인노래연습장,0.0,광주 북구 우치로100번길 9-4,노래방,35.1766328716092,126.91308691567
몬스타동전노래연습장,0.0,광주 북구 우치로126번길 6-1,노래방,35.1784712814539,126.912589731923
홍길동전노래연습장,0.0,광주 북구 서하로 199,노래방,35.1873793646046,126.90230588601001
필통코인노래연습장,0.0,광주 북구 설죽로 518-8 큐브스타코인노래연습장 2층,노래방,35.2051146358312,126.898966282404
소울보이스,0.0,광주 북구 서하로 199,노래방,35.1873793646046,126.90230588601001
짬짬이코인노래연습장 본사직영점,0.0,광주 동구 충장로안길 17 지하,노래방,35.1480261320356,126.915321273776
코노코노코인노래연습장,0.0,광주 광산구 용아로379번길 39,노래방,35.1764904360993,126.802176566005
야동전 노래연습장,0.0,광주 북구 하서로 424 202호,노래방,35.212639881358,126.87505475746599
금호코인노래연습장,0.0,광주 서구 운천로 1 2층,노래방,35.1328511712192,126.859070526737
쩐대동전노래연습장,0.0,광주 서구 화정로 255 3층,노래방,35.147791269871696,126.88457630286301
엔젤스코인노래연습장 광주첨단점,0.0,광주 서구 풍암1로21번길 3-10 DM타워,노래방,35.1258041725736,126.87859756469801
질러넷동전노래방,4.27,광주 동구 중앙로160번길 27-1,노래방,35.1468153543311,126.91586870170799
필통코인노래연습장,0.0,광주 북구 북문대로 113 지하1층 103호,노래방,35.1792831100328,126.875122949077
칸쵸코인노래연습장,0.0,광주 서구 상무중앙로 29 지하1층,노래방,35.149591371054896,126.847908223608
엔젤보이스 코인노래연습장,0.0,광주 광산구 첨단중앙로 96 LC타워 2층,노래방,35.2138342256441,126.84346505778099
남부게임랜드동전노래방,0.0,광주 북구 첨단연신로107번길 5-10,노래방,35.2069699956806,126.86359029011001
세븐스타코인노래방 전남대점,0.0,광주 북구 매곡로 70 지하1층,노래방,35.1912675505624,126.89324301181601
코노코노 코인노래방,0.0,광주 남구 효우2로26번길 24,노래방,35.1025054143916,126.88768423569401
세븐코인노래연습장,0.0,광주 동구 중앙로160번길 15-2 지하1,노래방,35.1473167642597,126.914940112611
탑코인노래연습장,0.0,광주 광산구 장신로147번길 5-18,노래방,35.1916620527008,126.82484362308399
휴테마파크,0.0,광주 북구 동문대로 11,노래방,35.1658630879878,126.91933918182899
픽미업 코인노래연습장,0.0,광주 북구 하서로 415,노래방,35.212254271381205,126.874086120681
빅타운게임장노래방,0.0,광주 북구 우치로90번길 11 B1,노래방,35.175631187556,126.913329933067
